Permanent Tournament #,Event Name,Course Name,Player Name,Avg Drive Distance,Fairway Hit Percentage
4,Farmers Insurance Open,Torrey Pines GC (South),Bryce Molder,273.36,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Bryson DeChambeau,275.79,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Bud Cauley,281.57,21.43
4,Farmers Insurance Open,Torrey Pines GC (South),Byeong Hun An,290.02,50
4,Farmers Insurance Open,Torrey Pines GC (South),C.T. Pan,273.69,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Cameron Percy,284.45,45.24
4,Farmers Insurance Open,Torrey Pines GC (South),Cameron Smith,277.36,50
4,Farmers Insurance Open,Torrey Pines GC (South),Cameron Tringale,267.86,30.95
4,Farmers Insurance Open,Torrey Pines GC (South),Camilo Villegas,273,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Chad Campbell,267.21,50
4,Farmers Insurance Open,Torrey Pines GC (South),Chad Collins,266.29,50
4,Farmers Insurance Open,Torrey Pines GC (South),Charles Howell III,287.93,40.48
4,Farmers Insurance Open,Torrey Pines GC (South),Charley Hoffman,286.55,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Chris Gilley,257.71,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),D.A. Points,266.71,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Daniel Berger,284.07,35.71
4,Farmers Insurance Open,Torrey Pines GC (South),Danny Lee,284.43,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Derek Fathauer,274.95,45.24
4,Farmers Insurance Open,Torrey Pines GC (South),Dominic Bozzelli,276.71,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Dustin Johnson,301,50
4,Farmers Insurance Open,Torrey Pines GC (South),Emiliano Grillo,281.79,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Francesco Molinari,281.9,61.9
4,Farmers Insurance Open,Torrey Pines GC (South),Gary Woodland,296.21,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Geoff Ogilvy,269.79,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Gonzalo Fdez-Castaño,281.71,35.71
4,Farmers Insurance Open,Torrey Pines GC (South),Graham DeLaet,287.79,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Grayson Murray,288.93,28.57
4,Farmers Insurance Open,Torrey Pines GC (South),Greg Chalmers,267.43,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Harold Varner III,283.86,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Harris English,284.05,50
4,Farmers Insurance Open,Torrey Pines GC (South),Henrik Norlander,282.29,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Hideki Matsuyama,287.29,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Hudson Swafford,286.86,50
4,Farmers Insurance Open,Torrey Pines GC (South),Hunter Mahan,286.74,66.67
4,Farmers Insurance Open,Torrey Pines GC (South),J.B. Holmes,297.74,40.48
4,Farmers Insurance Open,Torrey Pines GC (South),J.J. Henry,273.21,50
4,Farmers Insurance Open,Torrey Pines GC (South),J.J. Spaun,281.62,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),J.T. Poston,283.79,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),James Hahn,282,50
4,Farmers Insurance Open,Torrey Pines GC (South),Jamie Lovemark,290.21,50
4,Farmers Insurance Open,Torrey Pines GC (South),Jason Day,290.71,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Jason Kokrak,285,50
4,Farmers Insurance Open,Torrey Pines GC (South),Jhonattan Vegas,288.95,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Jimmy Walker,286.29,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),John Huh,274.29,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),John Peterson,275.71,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),John Senden,276.95,52.38
4,Farmers Insurance Open,Torrey Pines GC (South),Johnson Wagner,276.5,61.9
4,Farmers Insurance Open,Torrey Pines GC (South),Jon Curran,262.39,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),Jon Rahm,294.62,69.05
4,Farmers Insurance Open,Torrey Pines GC (South),Jonas Blixt,280.38,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Jonathan Randolph,273.21,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Julián Etulain,281.93,47.62
4,Farmers Insurance Open,Torrey Pines GC (South),Justin Rose,295.07,50
4,Farmers Insurance Open,Torrey Pines GC (South),K.J. Choi,265.57,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Keegan Bradley,286.48,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Kelly Kraft,277.95,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Kevin Chappell,287.71,50
4,Farmers Insurance Open,Torrey Pines GC (South),Kevin Streelman,282.05,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Kevin Tway,296.88,40.48
4,Farmers Insurance Open,Torrey Pines GC (South),Kyle Reifers,276,66.67
4,Farmers Insurance Open,Torrey Pines GC (South),Kyle Stanley,283.24,61.9
4,Farmers Insurance Open,Torrey Pines GC (South),Louis Oosthuizen,278.76,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Lucas Glover,288.86,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Luke List,304.07,50
4,Farmers Insurance Open,Torrey Pines GC (South),Mackenzie Hughes,284.38,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Marc Leishman,288.24,52.38
4,Farmers Insurance Open,Torrey Pines GC (South),Mark Anderson,275.02,52.38
4,Farmers Insurance Open,Torrey Pines GC (South),Martin Flores,287.02,47.62
4,Farmers Insurance Open,Torrey Pines GC (South),Martin Laird,284.14,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Max Homa,287,50
4,Farmers Insurance Open,Torrey Pines GC (South),Max Rottluff,282.79,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Michael Kim,279.57,50
4,Farmers Insurance Open,Torrey Pines GC (South),Michael Thompson,277.69,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Miguel Angel Carballo,274.5,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),Morgan Hoffmann,277.43,39.29
4,Farmers Insurance Open,Torrey Pines GC (South),Nicholas Lindheim,263.14,50
4,Farmers Insurance Open,Torrey Pines GC (South),Nick Taylor,286.21,66.67
4,Farmers Insurance Open,Torrey Pines GC (South),Nick Watney,283.29,28.57
4,Farmers Insurance Open,Torrey Pines GC (South),Ollie Schniederjans,291,45.24
4,Farmers Insurance Open,Torrey Pines GC (South),Padraig Harrington,269.71,14.29
4,Farmers Insurance Open,Torrey Pines GC (South),Pat Perez,283.38,52.38
4,Farmers Insurance Open,Torrey Pines GC (South),Patrick Rodgers,303.62,40.48
4,Farmers Insurance Open,Torrey Pines GC (South),Patton Kizzire,272.79,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Paul Casey,287.5,50
4,Farmers Insurance Open,Torrey Pines GC (South),Peter Malnati,270.21,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Phil Mickelson,285.74,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Retief Goosen,279,35.71
4,Farmers Insurance Open,Torrey Pines GC (South),Richy Werenski,283,73.81
4,Farmers Insurance Open,Torrey Pines GC (South),Rick Lamb,280.79,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Rickie Fowler,285.71,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Robert Garrigus,283.5,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Robert Streb,287.62,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Roberto Castro,275.69,76.19
4,Farmers Insurance Open,Torrey Pines GC (South),Rod Pampling,267.79,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Rory Sabbatini,278.71,54.76
4,Farmers Insurance Open,Torrey Pines GC (South),Ryan Armour,267.38,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),Ryan Blaum,275.64,61.9
4,Farmers Insurance Open,Torrey Pines GC (South),Ryan Brehm,296.12,47.62
4,Farmers Insurance Open,Torrey Pines GC (South),Ryo Ishikawa,282,45.24
4,Farmers Insurance Open,Torrey Pines GC (South),Scott Brown,275.9,59.52
4,Farmers Insurance Open,Torrey Pines GC (South),Scott Stallings,282.93,50
4,Farmers Insurance Open,Torrey Pines GC (South),Seamus Power,297.64,35.71
4,Farmers Insurance Open,Torrey Pines GC (South),Sebastián Muñoz,280.29,50
4,Farmers Insurance Open,Torrey Pines GC (South),Seung-Yul Noh,282.29,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Shane Lowry,287.02,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Si Woo Kim,272.93,7.14
4,Farmers Insurance Open,Torrey Pines GC (South),Søren Kjeldsen,256.36,78.57
4,Farmers Insurance Open,Torrey Pines GC (South),Spencer Levin,260.36,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),Steve Marino,279.93,28.57
4,Farmers Insurance Open,Torrey Pines GC (South),Steve Wheatcroft,266.5,85.71
4,Farmers Insurance Open,Torrey Pines GC (South),Steven Alker,260.07,35.71
4,Farmers Insurance Open,Torrey Pines GC (South),Steven Bowditch,276.43,50
4,Farmers Insurance Open,Torrey Pines GC (South),Stewart Cink,290.14,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Stuart Appleby,264.21,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Sung Kang,278.5,14.29
4,Farmers Insurance Open,Torrey Pines GC (South),Tag Ridings,295.21,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Tiger Woods,275.43,28.57
4,Farmers Insurance Open,Torrey Pines GC (South),Tim Wilkinson,266.74,69.05
4,Farmers Insurance Open,Torrey Pines GC (South),Todd Baek,264.57,64.29
4,Farmers Insurance Open,Torrey Pines GC (South),Tony Finau,297.36,45.24
4,Farmers Insurance Open,Torrey Pines GC (South),Trey Mullinax,298.26,52.38
4,Farmers Insurance Open,Torrey Pines GC (South),Troy Merritt,278.5,57.14
4,Farmers Insurance Open,Torrey Pines GC (South),Tyler Aldridge,277.57,50
4,Farmers Insurance Open,Torrey Pines GC (South),Tyrone Van Aswegen,280.95,61.9
4,Farmers Insurance Open,Torrey Pines GC (South),Wesley Bryan,266.14,50
4,Farmers Insurance Open,Torrey Pines GC (South),Whee Kim,289.36,28.57
4,Farmers Insurance Open,Torrey Pines GC (South),Will MacKenzie,269.71,42.86
4,Farmers Insurance Open,Torrey Pines GC (South),Xander Schauffele,279.71,78.57
4,Farmers Insurance Open,Torrey Pines GC (South),Zac Blair,262.86,71.43
4,Farmers Insurance Open,Torrey Pines GC (South),Zack Sucher,272.64,64.29
25,FedEx St. Jude Classic,TPC Southwind,Adam Scott,300.46,53.57
25,FedEx St. Jude Classic,TPC Southwind,Alex Cejka,288.7,66.07
25,FedEx St. Jude Classic,TPC Southwind,Andres Gonzales,291,51.79
25,FedEx St. Jude Classic,TPC Southwind,Andres Romero,280.29,46.43
25,FedEx St. Jude Classic,TPC Southwind,Andrew Loupe,290.93,46.43
25,FedEx St. Jude Classic,TPC Southwind,Arjun Atwal,268.54,28.57
25,FedEx St. Jude Classic,TPC Southwind,Ben Crane,280.68,66.07
25,FedEx St. Jude Classic,TPC Southwind,Ben Martin,285,60.71
25,FedEx St. Jude Classic,TPC Southwind,Bill Lunde,287.46,57.14
25,FedEx St. Jude Classic,TPC Southwind,Billy Horschel,293.07,60.71
25,FedEx St. Jude Classic,TPC Southwind,Blayne Barber,281.18,46.43
25,FedEx St. Jude Classic,TPC Southwind,Bob Estes,270.21,64.29
25,FedEx St. Jude Classic,TPC Southwind,Bobby Gates,292.76,61.9
25,FedEx St. Jude Classic,TPC Southwind,Bobby Wyatt,285.89,35.71
25,FedEx St. Jude Classic,TPC Southwind,Boo Weekley,285.5,64.29
25,FedEx St. Jude Classic,TPC Southwind,Brad Fritsch,276.54,46.43
25,FedEx St. Jude Classic,TPC Southwind,Braden Thornberry,283.13,46.43
25,FedEx St. Jude Classic,TPC Southwind,Brandon Hagy,297.55,53.57
25,FedEx St. Jude Classic,TPC Southwind,Brendon de Jonge,274.11,53.57
25,FedEx St. Jude Classic,TPC Southwind,Brett Drewitt,287.3,57.14
25,FedEx St. Jude Classic,TPC Southwind,Brett Stegmaier,281.32,42.86
25,FedEx St. Jude Classic,TPC Southwind,Brian Campbell,289.88,71.43
25,FedEx St. Jude Classic,TPC Southwind,Brian Gay,275.61,64.29
25,FedEx St. Jude Classic,TPC Southwind,Brian Stuard,271.14,71.43
25,FedEx St. Jude Classic,TPC Southwind,Brooks Koepka,295.89,60.71
25,FedEx St. Jude Classic,TPC Southwind,Bryce Molder,272.96,60.71
25,FedEx St. Jude Classic,TPC Southwind,Bryson DeChambeau,297.36,46.43
25,FedEx St. Jude Classic,TPC Southwind,Cameron Percy,284.29,42.86
25,FedEx St. Jude Classic,TPC Southwind,Cameron Tringale,282.27,51.79
25,FedEx St. Jude Classic,TPC Southwind,Camilo Villegas,279.96,39.29
25,FedEx St. Jude Classic,TPC Southwind,Carl Pettersson,280.5,46.43
25,FedEx St. Jude Classic,TPC Southwind,Chad Campbell,289.21,66.07
25,FedEx St. Jude Classic,TPC Southwind,Chad Collins,273.46,53.57
25,FedEx St. Jude Classic,TPC Southwind,Charl Schwartzel,294,51.79
25,FedEx St. Jude Classic,TPC Southwind,Charlie Wi,278.04,57.14
25,FedEx St. Jude Classic,TPC Southwind,Chez Reavie,286.07,69.64
25,FedEx St. Jude Classic,TPC Southwind,Chip Deason,275.05,50
25,FedEx St. Jude Classic,TPC Southwind,Chris Kirk,280.55,59.52
25,FedEx St. Jude Classic,TPC Southwind,Chris Stroud,283.25,58.93
25,FedEx St. Jude Classic,TPC Southwind,Cody Gribble,285.32,50
25,FedEx St. Jude Classic,TPC Southwind,Curtis Luck,287.29,50
25,FedEx St. Jude Classic,TPC Southwind,D.A. Points,273.57,57.14
25,FedEx St. Jude Classic,TPC Southwind,Daniel Berger,293.45,55.36
25,FedEx St. Jude Classic,TPC Southwind,Daniel Summerhays,281,67.86
25,FedEx St. Jude Classic,TPC Southwind,Danny Lee,287.57,60.71
25,FedEx St. Jude Classic,TPC Southwind,David Duval,280.04,35.71
25,FedEx St. Jude Classic,TPC Southwind,David Hearn,280.14,62.5
25,FedEx St. Jude Classic,TPC Southwind,Davis Love III,282.89,46.43
25,FedEx St. Jude Classic,TPC Southwind,Derek Fathauer,288,42.86
25,FedEx St. Jude Classic,TPC Southwind,Dicky Pride,275.79,46.43
25,FedEx St. Jude Classic,TPC Southwind,Dominic Bozzelli,289.88,51.79
25,FedEx St. Jude Classic,TPC Southwind,Ernie Els,287.91,53.57
25,FedEx St. Jude Classic,TPC Southwind,Fabián Gómez,286.21,55.36
25,FedEx St. Jude Classic,TPC Southwind,Francesco Molinari,290.5,62.5
25,FedEx St. Jude Classic,TPC Southwind,Garrett Osborn,293.18,46.43
25,FedEx St. Jude Classic,TPC Southwind,George McNeill,282.75,60.71
25,FedEx St. Jude Classic,TPC Southwind,Gonzalo Fdez-Castaño,287.79,47.62
25,FedEx St. Jude Classic,TPC Southwind,Graeme McDowell,281.07,60.71
25,FedEx St. Jude Classic,TPC Southwind,Grayson Murray,296.16,55.36
25,FedEx St. Jude Classic,TPC Southwind,Greg Owen,280.46,53.57
25,FedEx St. Jude Classic,TPC Southwind,Harold Varner III,286.32,64.29
25,FedEx St. Jude Classic,TPC Southwind,Harris English,284.25,46.43
25,FedEx St. Jude Classic,TPC Southwind,Hiroshi Iwata,277.04,50
25,FedEx St. Jude Classic,TPC Southwind,Hudson Swafford,277.29,60.71
25,FedEx St. Jude Classic,TPC Southwind,Hunter Mahan,288.4,57.14
25,FedEx St. Jude Classic,TPC Southwind,Ian Poulter,284.95,69.64
25,FedEx St. Jude Classic,TPC Southwind,J.B. Holmes,302.16,57.14
25,FedEx St. Jude Classic,TPC Southwind,J.J. Henry,286.18,53.57
25,FedEx St. Jude Classic,TPC Southwind,J.T. Poston,290.46,39.29
25,FedEx St. Jude Classic,TPC Southwind,Jason Bohn,272.07,64.29
25,FedEx St. Jude Classic,TPC Southwind,Jim Furyk,271.04,67.86
25,FedEx St. Jude Classic,TPC Southwind,Joel Dahmen,294.05,53.57
25,FedEx St. Jude Classic,TPC Southwind,John Huh,283.04,44.64
25,FedEx St. Jude Classic,TPC Southwind,John Merrick,279.89,57.14
25,FedEx St. Jude Classic,TPC Southwind,John Peterson,283.81,64.29
25,FedEx St. Jude Classic,TPC Southwind,John Rollins,281.71,50
25,FedEx St. Jude Classic,TPC Southwind,Johnson Wagner,283.68,75
25,FedEx St. Jude Classic,TPC Southwind,Jonathan Randolph,276.98,52.38
25,FedEx St. Jude Classic,TPC Southwind,Jordan Russell,286.21,50
25,FedEx St. Jude Classic,TPC Southwind,Julián Etulain,287.11,53.57
25,FedEx St. Jude Classic,TPC Southwind,K.J. Choi,284.57,69.64
25,FedEx St. Jude Classic,TPC Southwind,Ken Duke,271.18,57.14
25,FedEx St. Jude Classic,TPC Southwind,Kevin Chappell,295.5,53.57
25,FedEx St. Jude Classic,TPC Southwind,Kevin Tway,296.8,51.79
25,FedEx St. Jude Classic,TPC Southwind,Kyle Reifers,285.5,64.29
25,FedEx St. Jude Classic,TPC Southwind,Kyle Stanley,292.23,60.71
25,FedEx St. Jude Classic,TPC Southwind,Luke List,296.14,51.79
25,FedEx St. Jude Classic,TPC Southwind,Mark Anderson,285.43,60.71
25,FedEx St. Jude Classic,TPC Southwind,Mark Hubbard,287.11,50
25,FedEx St. Jude Classic,TPC Southwind,Mark Wilson,270.71,53.57
25,FedEx St. Jude Classic,TPC Southwind,Martin Flores,292.67,38.1
25,FedEx St. Jude Classic,TPC Southwind,Matt Every,291.32,57.14
25,FedEx St. Jude Classic,TPC Southwind,Matt Jones,296.27,60.71
25,FedEx St. Jude Classic,TPC Southwind,Max Homa,288.21,38.1
25,FedEx St. Jude Classic,TPC Southwind,Michael Putnam,291.3,53.57
25,FedEx St. Jude Classic,TPC Southwind,Michael Thompson,283.3,62.5
25,FedEx St. Jude Classic,TPC Southwind,Miguel Angel Carballo,284.5,57.14
25,FedEx St. Jude Classic,TPC Southwind,Nicholas Lindheim,278.71,64.29
25,FedEx St. Jude Classic,TPC Southwind,Nick Watney,290.14,53.57
25,FedEx St. Jude Classic,TPC Southwind,Oliver Peacock,284.46,57.14
25,FedEx St. Jude Classic,TPC Southwind,Patrick Rodgers,290.46,53.57
25,FedEx St. Jude Classic,TPC Southwind,Patton Kizzire,290.46,42.86
25,FedEx St. Jude Classic,TPC Southwind,Peter Malnati,284.62,61.9
25,FedEx St. Jude Classic,TPC Southwind,Peter Uihlein,295.83,42.86
25,FedEx St. Jude Classic,TPC Southwind,Phil Mickelson,292.43,53.57
25,FedEx St. Jude Classic,TPC Southwind,Rafa Cabrera Bello,290,62.5
25,FedEx St. Jude Classic,TPC Southwind,Retief Goosen,293.63,46.43
25,FedEx St. Jude Classic,TPC Southwind,Richie Schembechler II,288.79,57.14
25,FedEx St. Jude Classic,TPC Southwind,Richy Werenski,277.39,50
25,FedEx St. Jude Classic,TPC Southwind,Rick Lamb,298.38,55.36
25,FedEx St. Jude Classic,TPC Southwind,Rickie Fowler,292.39,50
25,FedEx St. Jude Classic,TPC Southwind,Ricky Barnes,273.64,28.57
25,FedEx St. Jude Classic,TPC Southwind,Robert Garrigus,292.32,60.71
25,FedEx St. Jude Classic,TPC Southwind,Robert Streb,286.29,51.79
25,FedEx St. Jude Classic,TPC Southwind,Roberto Castro,280.05,62.5
25,FedEx St. Jude Classic,TPC Southwind,Rory Sabbatini,284.25,57.14
25,FedEx St. Jude Classic,TPC Southwind,Russell Henley,282.14,57.14
25,FedEx St. Jude Classic,TPC Southwind,Russell Knox,291.18,60.71
25,FedEx St. Jude Classic,TPC Southwind,Ryan Armour,283.86,60.71
25,FedEx St. Jude Classic,TPC Southwind,Ryan Blaum,276.82,53.57
25,FedEx St. Jude Classic,TPC Southwind,Ryan Brehm,298.91,44.64
25,FedEx St. Jude Classic,TPC Southwind,Ryan Palmer,297.45,52.38
25,FedEx St. Jude Classic,TPC Southwind,Sam Horsfield,290.25,50
25,FedEx St. Jude Classic,TPC Southwind,Sam Saunders,283.5,78.57
25,FedEx St. Jude Classic,TPC Southwind,Scott Brown,289.14,58.93
25,FedEx St. Jude Classic,TPC Southwind,Scott Piercy,290.54,39.29
25,FedEx St. Jude Classic,TPC Southwind,Scott Stallings,291.84,50
25,FedEx St. Jude Classic,TPC Southwind,Seamus Power,292.61,41.07
25,FedEx St. Jude Classic,TPC Southwind,Sebastián Muñoz,292.63,55.36
25,FedEx St. Jude Classic,TPC Southwind,Seung-Yul Noh,289.05,35.71
25,FedEx St. Jude Classic,TPC Southwind,Shane Bertsch,270.32,39.29
25,FedEx St. Jude Classic,TPC Southwind,Shawn Stefani,288.43,50
25,FedEx St. Jude Classic,TPC Southwind,Smylie Kaufman,288.79,32.14
25,FedEx St. Jude Classic,TPC Southwind,Spencer Levin,281.02,69.64
25,FedEx St. Jude Classic,TPC Southwind,Steve Wheatcroft,280.8,62.5
25,FedEx St. Jude Classic,TPC Southwind,Steven Alker,276.18,66.07
25,FedEx St. Jude Classic,TPC Southwind,Steven Bowditch,280.14,39.29
25,FedEx St. Jude Classic,TPC Southwind,Stewart Cink,296.89,46.43
25,FedEx St. Jude Classic,TPC Southwind,Stuart Appleby,268.46,57.14
25,FedEx St. Jude Classic,TPC Southwind,Sung Joon Park,265.43,57.14
25,FedEx St. Jude Classic,TPC Southwind,Sung Kang,289,52.38
25,FedEx St. Jude Classic,TPC Southwind,Tag Ridings,295.89,39.29
25,FedEx St. Jude Classic,TPC Southwind,Tim Wilkinson,271.11,71.43
25,FedEx St. Jude Classic,TPC Southwind,Tom Hoge,285.96,50
25,FedEx St. Jude Classic,TPC Southwind,Trey Mullinax,299.14,44.64
25,FedEx St. Jude Classic,TPC Southwind,Troy Merritt,285.86,53.57
25,FedEx St. Jude Classic,TPC Southwind,Tyler Aldridge,276.75,39.29
25,FedEx St. Jude Classic,TPC Southwind,Tyrone Van Aswegen,289.45,58.93
25,FedEx St. Jude Classic,TPC Southwind,Vijay Singh,291.29,54.76
25,FedEx St. Jude Classic,TPC Southwind,Whee Kim,288.88,51.79
25,FedEx St. Jude Classic,TPC Southwind,Will MacKenzie,288.93,64.29
25,FedEx St. Jude Classic,TPC Southwind,William McGirt,280.29,67.86
25,FedEx St. Jude Classic,TPC Southwind,Willy Wilcox,290.32,58.93
25,FedEx St. Jude Classic,TPC Southwind,Xander Schauffele,301.52,57.14
25,FedEx St. Jude Classic,TPC Southwind,Zac Blair,279.04,71.43
25,FedEx St. Jude Classic,TPC Southwind,Zack Sucher,285.89,60.71
7,Genesis Open,Riviera CC,Aaron Baddeley,281.29,53.57
7,Genesis Open,Riviera CC,Adam Hadwin,279.48,60.71
7,Genesis Open,Riviera CC,Adam Scott,292.46,46.43
7,Genesis Open,Riviera CC,Alex Cejka,270.3,66.07
7,Genesis Open,Riviera CC,Andrew Loupe,292.5,46.43
7,Genesis Open,Riviera CC,Anirban Lahiri,283.86,42.86
7,Genesis Open,Riviera CC,Ben Crane,263.41,58.93
7,Genesis Open,Riviera CC,Ben Martin,275.54,57.14
7,Genesis Open,Riviera CC,Bill Haas,277.32,62.5
7,Genesis Open,Riviera CC,Billy Horschel,274.14,42.86
7,Genesis Open,Riviera CC,Billy Hurley III,265.98,48.21
7,Genesis Open,Riviera CC,Blayne Barber,276.89,50
7,Genesis Open,Riviera CC,Bob Estes,266,46.43
7,Genesis Open,Riviera CC,Branden Grace,282.36,51.79
7,Genesis Open,Riviera CC,Brandt Snedeker,275.5,53.57
7,Genesis Open,Riviera CC,Brendan Steele,285.34,67.86
7,Genesis Open,Riviera CC,Brett Stegmaier,274.3,57.14
7,Genesis Open,Riviera CC,Brian Harman,269.93,57.14
7,Genesis Open,Riviera CC,Brian Stuard,264.54,69.64
7,Genesis Open,Riviera CC,Brooks Koepka,285.07,35.71
7,Genesis Open,Riviera CC,Bryce Molder,268.89,60.71
7,Genesis Open,Riviera CC,Bryson DeChambeau,289.64,57.14
7,Genesis Open,Riviera CC,Bubba Watson,289.64,50
7,Genesis Open,Riviera CC,Bud Cauley,277.96,58.93
7,Genesis Open,Riviera CC,Byeong Hun An,287.52,58.93
7,Genesis Open,Riviera CC,Cameron Percy,279.18,55.36
7,Genesis Open,Riviera CC,Cameron Smith,272.89,55.36
7,Genesis Open,Riviera CC,Cameron Tringale,273.32,58.93
7,Genesis Open,Riviera CC,Camilo Villegas,271,39.29
7,Genesis Open,Riviera CC,Carl Pettersson,266.18,50
7,Genesis Open,Riviera CC,Chad Campbell,270.73,48.21
7,Genesis Open,Riviera CC,Chad Collins,267.75,50
7,Genesis Open,Riviera CC,Charl Schwartzel,277.93,42.86
7,Genesis Open,Riviera CC,Charles Howell III,283.71,64.29
7,Genesis Open,Riviera CC,Charley Hoffman,286.09,55.36
7,Genesis Open,Riviera CC,Charlie Beljan,275.71,75
7,Genesis Open,Riviera CC,Chez Reavie,261.93,71.43
7,Genesis Open,Riviera CC,Cody Gribble,281.54,42.86
7,Genesis Open,Riviera CC,Daniel Summerhays,278.2,67.86
7,Genesis Open,Riviera CC,Danny Lee,276.79,53.57
7,Genesis Open,Riviera CC,David Hearn,269.25,53.57
7,Genesis Open,Riviera CC,Derek Fathauer,260.11,32.14
7,Genesis Open,Riviera CC,Dustin Johnson,300.59,51.79
7,Genesis Open,Riviera CC,Ernie Els,267.75,46.43
7,Genesis Open,Riviera CC,Fabián Gómez,276.07,60.71
7,Genesis Open,Riviera CC,Francesco Molinari,273.64,57.14
7,Genesis Open,Riviera CC,Geoff Ogilvy,266.57,60.71
7,Genesis Open,Riviera CC,Graeme McDowell,274.75,64.29
7,Genesis Open,Riviera CC,Graham DeLaet,282,66.07
7,Genesis Open,Riviera CC,Grayson Murray,290.89,42.86
7,Genesis Open,Riviera CC,Greg Chalmers,268.61,53.57
7,Genesis Open,Riviera CC,Harold Varner III,280.39,57.14
7,Genesis Open,Riviera CC,Harris English,283.93,53.57
7,Genesis Open,Riviera CC,Hideki Matsuyama,279.11,35.71
7,Genesis Open,Riviera CC,Hudson Swafford,288.57,57.14
7,Genesis Open,Riviera CC,Hunter Mahan,277,53.57
7,Genesis Open,Riviera CC,J.B. Holmes,283.29,50
7,Genesis Open,Riviera CC,J.J. Henry,282.91,57.14
7,Genesis Open,Riviera CC,J.T. Poston,283.59,53.57
7,Genesis Open,Riviera CC,James Hahn,279.11,60.71
7,Genesis Open,Riviera CC,Jamie Lovemark,285.41,48.21
7,Genesis Open,Riviera CC,Jason Day,287.5,39.29
7,Genesis Open,Riviera CC,Jason Kokrak,286.3,58.93
7,Genesis Open,Riviera CC,Jhonattan Vegas,287.21,55.36
7,Genesis Open,Riviera CC,Jim Furyk,262.88,62.5
7,Genesis Open,Riviera CC,Jim Herman,279,42.86
7,Genesis Open,Riviera CC,Jimmy Walker,285.77,48.21
7,Genesis Open,Riviera CC,Jinho Choi,255.14,50
7,Genesis Open,Riviera CC,John Huh,269.07,58.93
7,Genesis Open,Riviera CC,John Merrick,269.57,53.57
7,Genesis Open,Riviera CC,John Senden,267.36,53.57
7,Genesis Open,Riviera CC,Johnson Wagner,270.75,53.57
7,Genesis Open,Riviera CC,Jon Curran,268.5,78.57
7,Genesis Open,Riviera CC,Jonathan Garrick,280.11,50
7,Genesis Open,Riviera CC,Jordan Spieth,278.32,51.79
7,Genesis Open,Riviera CC,Jr.Rich Berberian,279.36,42.86
7,Genesis Open,Riviera CC,Justin Rose,289.45,60.71
